ip (hidden),isHoneypot_new,IsCloud_old,IpwhoisNetsDescription,ISP_conclusion,OS_old,OS_accuracy,os_Shodan,tags_Shodan,OS_conclusion,OpenPortNum,hopNum,atgSUPER,atgUNLEAD,atgDIESEL,atgPREMIUM,atgTwoTimesCompare,domains_Shodan,hostnames_Shodan,isp_Shodan,org_Shodan,atgProduct1FirstTimeVolumeTC,atgProduct1SecondTimeVolumeTC,atgProduct1FirstTimeULLAGE,atgProduct1SecondTimeULLAGE,atgProduct2FirstTimeVolumeTC,atgProduct2SecondTimeVolumeTC,atgProduct2FirstTimeULLAGE,atgProduct2SecondTimeULLAGE,atgProduct3FirstTimeVolumeTC,atgProduct3SecondTimeVolumeTC,atgProduct3FirstTimeULLAGE,atgProduct3SecondTimeULLAGE,atgProduct4FirstTimeVolumeTC,atgProduct4SecondTimeVolumeTC,atgProduct4FirstTimeULLAGE,atgProduct4SecondTimeULLAGE,city,country,latitude,longitude,vulns_Shodan
364,ICS,FALSE,Charter Communications,telecom,Linux 3.2,96,,ics,Linux,0,23,0,0,1,1,TRUE,spectrum.com,075-133-081-081.biz.spectrum.com,Charter Communications,Charter Communications,10009,11605,4872,3276,2112,3279,1653,486,1889,3679,1876,86,0,0,0,0,Otsego,United States,42.4387,-85.7371,
365,other,FALSE,"MCI Communications Services, Inc. d/b/a Verizon Business",telecom,Linux 2.4.21 (embedded),100,,,proprietary,0,23,0,1,0,1,TRUE,verizon.net,static-71-125-18-216.nycmny.fios.verizon.net,Verizon Business,Verizon Business,1772,2393,2263,1642,1785,2404,2250,1631,2412,2916,1624,1120,0,0,0,0,Staten Island,United States,40.53,-74.2206,
366,unknown,FALSE,RCN,unknown,,,,,unknown,0,18,0,0,0,1,TRUE,,,,,6467,5768,1554,2253,5337,4161,2684,3860,2454,2188,5567,5833,0,0,0,0,Bethlehem,United States,40.6303,-75.3941,
367,ICS,FALSE,"Comcast Cable Communications, LLC",telecom,,,,ics,unknown,0,18,0,0,1,1,TRUE,comcastbusiness.net,70-91-126-213-MI.hfc.comcastbusiness.net,"Comcast Cable Communications, LLC","Comcast Cable Communications, LLC",15423,18556,6762,3629,1964,3224,4277,3017,2437,3363,5380,4454,0,0,0,0,Bloomfield Hills,United States,42.5436,-83.2792,
368,ICS,FALSE,"Comcast Cable Communications, LLC",telecom,Linux 2.6.9 - 2.6.27,100,,"ics,self-signed",Linux,2,18,0,0,1,1,TRUE,comcastbusiness.net,96-73-86-58-static.hfc.comcastbusiness.net,"Comcast Cable Communications, LLC","Comcast Cable Communications, LLC",10086,11052,10085,9119,1290,2769,2721,1242,2160,3303,5862,4719,0,0,0,0,Stafford,United States,29.6283,-95.5624,"CVE-2015-0204,CVE-2015-4000"
369,ICS,FALSE,"Comcast Cable Communications, LLC",telecom,Linux 3.2,100,,,Linux,1,25,0,0,1,1,TRUE,,,,,2349,1995,7583,7937,5699,3199,4233,6733,4082,2373,5850,7559,0,0,0,0,Heber,United States,40.4363,-111.1946,
370,other,FALSE,"Comcast Cable Communications, LLC",telecom,Motorola SURFboard SB5100i cable modem,98,,,proprietary,1,18,0,0,1,1,TRUE,comcastbusiness.net,173-164-4-206-Nashville.hfc.comcastbusiness.net,"Comcast Cable Communications, LLC","Comcast Cable Communications, LLC",2642,2374,7358,7626,4611,2340,5389,7660,2197,1890,7803,8110,0,0,0,0,Nashville,United States,36.218,-86.7272,
371,other,FALSE,Charter Communications,telecom,Android 7.1.2 (Linux 3.10),96,,"ics,self-signed",proprietary,2,18,0,0,1,1,TRUE,spectrum.com,047-047-020-114.biz.spectrum.com,Charter Communications,Charter Communications,5781,1471,4198,8508,2608,2404,2381,2585,4169,2960,820,2029,0,0,0,0,Fenton,United States,38.4981,-90.46,"CVE-2016-20012,CVE-2017-15906,CVE-2016-0777,CVE-2016-0778,CVE-2016-8858,CVE-2020-14145,CVE-2016-1907,CVE-2021-41617,CVE-2019-6111,CVE-2019-6110,CVE-2016-1908,CVE-2016-10009,CVE-2018-20685,CVE-2018-15473,CVE-2020-15778,CVE-2016-10708,CVE-2018-15919,CVE-2021-36368,CVE-2016-10011,CVE-2016-10010,CVE-2016-10012,CVE-2019-6109"
372,ICS,FALSE,Cox Communications Inc.,telecom,,,,,unknown,0,25,0,0,1,1,TRUE,,,,,4785,8332,5242,1695,1921,2301,8106,7726,2517,2051,7510,7976,0,0,0,0,Destrehan,United States,29.9671,-90.3606,
373,ICS,FALSE,"MCI Communications Services, Inc. d/b/a Verizon Business",telecom,,,,ics,unknown,0,24,0,0,0,1,TRUE,verizon.net,static-173-59-23-21.phlapa.fios.verizon.net,Verizon Business,Verizon Business,2550,3472,5340,4418,3736,4522,4154,3368,3411,3965,4569,4015,0,0,0,0,Norristown,United States,40.1325,-75.3324,
374,ICS,FALSE,"Frontier Communications of America, Inc.",telecom,,,,ics,unknown,0,24,0,0,1,1,TRUE,,,"Frontier Communications of America, Inc.","Frontier Communications of America, Inc.",4369,2798,7239,8810,1934,1858,890,966,1861,1749,963,1075,0,0,0,0,Dowagiac,United States,41.9842,-86.1086,
375,ICS,FALSE,"Comcast Cable Communications, LLC",telecom,,,,,unknown,0,24,0,0,1,1,TRUE,,,,,6741,8055,8373,7059,2262,2777,2757,2242,2312,3623,2707,1396,0,0,0,0,Elkhart,United States,41.7179,-85.9664,
376,ICS,FALSE,JACKSON ENERGY AUTHORITY,industry,Linux 3.2,100,,ics,Linux,0,30,0,0,1,1,TRUE,,,JACKSON ENERGY AUTHORITY,JACKSON ENERGY AUTHORITY,3411,6613,16564,13362,964,1601,9244,8607,1612,2418,8596,7790,0,0,0,0,Jackson,United States,35.7125,-88.7021,
377,ICS,FALSE,Charter Communications Inc,telecom,Linux 3.2,93,,ics,Linux,0,25,0,0,1,1,TRUE,rr.com,cpe-98-15-153-113.hvc.res.rr.com,Charter Communications Inc,Charter Communications Inc,3088,5581,4708,2215,1152,3747,4814,2219,2022,3461,1979,540,0,0,0,0,New Paltz,United States,41.7583,-74.0657,
378,ICS,FALSE,AT&T Corp.,telecom,,,,,unknown,0,20,0,0,1,1,TRUE,,,,,4548,8215,7097,3430,1444,1338,3913,4019,343,2081,5014,3276,0,0,0,0,Indianapolis,United States,39.7253,-86.0042,
379,ICS,FALSE,"Comcast Cable Communications, LLC",telecom,Linux 3.11 - 4.1,98,,,Linux,0,30,0,0,1,1,TRUE,,,,,8183,8630,3850,3403,2194,1599,5827,6422,2522,2473,1426,1475,0,0,0,0,Winchester,United States,39.1492,-78.278,
380,ICS,FALSE,"Cybera, Inc.",ambiguous,AVtech Room Alert 26W environmental monitor,94,,ics,ICS,1,20,0,0,1,1,TRUE,,,"Cybera, Inc.","Cybera, Inc.",6828,11284,8172,3716,2596,5122,5404,2878,2613,3712,4387,3288,0,0,0,0,,United States,37.751,-97.822,
381,unknown,FALSE,"CenturyLink Communications, LLC",telecom,Linux 3.2,94,,,Linux,0,22,0,0,1,1,TRUE,,,,,12686,13002,7265,6949,2254,2761,5439,4932,3449,2633,4244,5060,0,0,0,0,Harrisonville,United States,38.6089,-94.3093,
382,ICS,FALSE,Charter Communications,telecom,Mitsubishi Q06UDEH CPU PLC module,93,,,ICS,0,24,0,0,1,1,TRUE,,,,,2048,2559,1952,1441,1096,1631,904,369,1919,785,2081,47,4297,0,7703,0,Suffolk,United States,36.8279,-76.48,
383,ICS,FALSE,Charter Communications Inc,telecom,,,,,unknown,0,29,0,0,1,1,TRUE,,,,,10777,7217,9174,12734,2180,1857,8077,8400,1709,1648,8609,8670,0,0,0,0,Rock Hill,United States,34.966,-81.0807,
384,ICS,FALSE,Charter Communications Inc,telecom,,,,ics,unknown,0,25,0,0,1,1,TRUE,rr.com,rrcs-74-142-70-138.central.biz.rr.com,Charter Communications Inc,Charter Communications Inc,5248,3973,4752,6027,2084,1925,7916,8075,2118,2060,7882,7940,0,0,0,0,Louisville,United States,38.1628,-85.52,
385,ICS,FALSE,Charter Communications,telecom,,,,ics,unknown,0,23,0,0,0,1,TRUE,spectrum.com,096-036-103-228.biz.spectrum.com,Charter Communications,Charter Communications,3273,4628,6727,5372,3266,4639,6734,5361,2398,2857,7602,7143,0,0,0,0,Jacksonville,United States,34.7595,-77.5019,
386,ICS,FALSE,"Comcast Cable Communications, LLC",telecom,Linux 3.2,94,,,Linux,1,19,0,0,0,1,TRUE,,,,,1424,1298,4592,4718,3621,2243,2395,3773,3932,2555,2084,3461,0,0,0,0,Warren,United States,42.5153,-82.9842,
387,ICS,FALSE,Charter Communications Inc,telecom,,,,,unknown,0,30,0,0,1,1,TRUE,rr.com,rrcs-70-61-188-242.central.biz.rr.com,Charter Communications Inc,Charter Communications Inc,7014,9670,4581,1925,2082,1979,1939,2042,1741,1671,2280,2350,0,0,0,0,Avon Lake,United States,41.4969,-82.0176,CVE-2020-0796
388,ICS,FALSE,Charter Communications Inc,telecom,,,,ics,unknown,0,30,0,0,1,1,TRUE,rr.com,csdp-70-63-172-220.midsouth.biz.rr.com,Charter Communications Inc,Charter Communications Inc,8300,2683,3700,9317,2949,2183,5051,5817,8049,9906,6951,5094,0,0,0,0,Wade,United States,35.1242,-78.7475,
389,ICS,FALSE,"Cybera, Inc.",unknown,Papouch TME Ethernet thermometer,94,,ics,ICS,1,23,0,0,1,1,TRUE,cybera.net,host-199-241-176-220.cybera.net,"Cybera, Inc.","Cybera, Inc.",11295,8408,8656,11543,5886,4631,5987,7242,4945,4445,5373,5873,0,0,0,0,,United States,37.751,-97.822,
390,other,FALSE,Atlantic Telephone Membership Corp.,telecom,D-Link DSL-2890AL ADSL router,91,,"ics,self-signed",proprietary,2,23,0,0,1,1,TRUE,atmc.net,216-99-120-165.atmc.net,Focus Broadband,Focus Broadband,7411,8124,12589,11876,2992,3365,3008,2635,2179,3674,3821,2326,0,0,0,0,Shallotte,United States,33.9814,-78.4121,"CVE-2016-20012,CVE-2017-15906,CVE-2015-6563,CVE-2015-5352,CVE-2015-6564,CVE-2016-0777,CVE-2015-5600,CVE-2016-0778,CVE-2014-2532,CVE-2014-1692,CVE-2014-2653,CVE-2020-14145,CVE-2019-6111,CVE-2019-6110,CVE-2016-1908,CVE-2016-10009,CVE-2018-20685,CVE-2010-5107,CVE-2018-15473,CVE-2020-15778,CVE-2016-10708,CVE-2018-15919,CVE-2021-36368,CVE-2016-10011,CVE-2016-10010,CVE-2016-10012,CVE-2019-6109"
391,ICS,FALSE,Charter Communications Inc,telecom,,,,,unknown,0,30,0,0,1,1,TRUE,,,,,5852,4810,5743,6785,12629,14921,7322,5030,2568,2065,9027,9530,0,0,0,0,Dayton,United States,39.7004,-84.2162,
392,ICS,FALSE,"Comcast Cable Communications, LLC",telecom,,,,,unknown,0,23,0,0,0,1,TRUE,,,,,4102,9033,8040,3109,1967,2707,6209,5469,1355,1722,2929,2562,0,0,0,0,Sarasota,United States,27.2187,-82.471,
393,ICS,FALSE,"FAIRPOINT COMMUNICATIONS, INC.",telecom,Linux 2.4.21 (embedded),100,,,Linux,0,24,0,0,0,1,TRUE,myfairpoint.net,static-71-255-121-132.cncdnh.fast.myfairpoint.net,"Consolidated Communications, Inc.","Consolidated Communications, Inc.",4164,6757,7431,4838,4020,6610,7575,4985,2446,3192,5350,4604,0,0,0,0,Kittery,United States,43.1153,-70.7051,
394,other,FALSE,Charter Communications,telecom,Android 7.1.2 (Linux 3.10),93,,,proprietary,2,23,0,0,1,1,TRUE,,,,,5000,5214,4993,4779,8541,10632,6734,4643,5119,5407,2855,2567,0,0,0,0,Grand Junction,United States,39.0639,-108.5507,
395,other,FALSE,"Comcast Cable Communications, LLC",telecom,Android 7.1.2 (Linux 3.10),93,,,proprietary,3,22,0,0,1,1,TRUE,,,,,5279,3876,2352,3755,2979,2778,4889,5090,4669,5905,2876,1640,0,0,0,0,Hialeah,United States,25.8298,-80.2863,
396,ICS,FALSE,,unknown,Mitsubishi Q06UDEH CPU PLC module,93,,,ICS,0,27,0,0,1,1,TRUE,,,,,2744,4847,6985,4882,2061,4134,7668,5595,3125,4630,6604,5099,0,0,0,0,Ogden,United States,41.2161,-111.9713,
397,ICS,FALSE,,unknown,,,,,unknown,0,24,0,0,0,1,TRUE,,,,,942,6833,9115,3224,426,2842,5569,3153,1618,1608,4377,4387,0,0,0,0,Jacksonville,United States,30.2098,-81.9743,
398,ICS,FALSE,Frontier Communications Corporation,telecom,,,,ics,unknown,0,24,0,0,1,1,TRUE,frontiernet.net,static-172-109-152-202.tamp.fl.frontiernet.net,"Frontier Communications of America, Inc.","Frontier Communications of America, Inc.",4443,3139,5584,6888,13449,12231,6626,7844,4671,6371,5356,3656,0,0,0,0,Lakeland,United States,27.9475,-81.9204,
399,ICS,FALSE,"Comcast Cable Communications, LLC",telecom,,,,ics,unknown,0,30,0,0,0,1,TRUE,comcastbusiness.net,50-241-220-26-static.hfc.comcastbusiness.net,"Comcast Cable Communications, LLC","Comcast Cable Communications, LLC",6558,4277,5442,7723,4385,2807,3615,5193,2892,2720,5108,5280,0,0,0,0,Bloomfield Hills,United States,42.5436,-83.2792,
400,other,FALSE,"Frontier Communications of America, Inc.",telecom,DD-WRT v24-sp2 (Linux 2.4.36),90,,,proprietary,0,24,0,0,0,1,TRUE,,,,,1837,1532,6320,6625,4187,2862,3835,5160,4541,3203,3481,4819,0,0,0,0,Sauk City,United States,43.2626,-89.8467,
401,ICS,FALSE,Charter Communications,telecom,,,,ics,unknown,0,25,0,0,0,1,TRUE,spectrum.com,075-133-012-102.biz.spectrum.com,Charter Communications,Charter Communications,3635,1770,6505,8370,4585,2637,5555,7503,2491,912,7649,9228,0,0,0,0,Annapolis,United States,37.4125,-90.5068,
402,ICS,FALSE,Charter Communications,telecom,,,,,unknown,0,30,0,0,1,1,TRUE,spectrum.com,024-159-068-091.res.spectrum.com,Charter Communications,Charter Communications,3132,5761,9149,6520,819,1650,9533,8702,2320,3308,7864,6876,0,0,0,0,Centerville,United States,35.7484,-87.5313,
403,ICS,FALSE,"MCI Communications Services, Inc. d/b/a Verizon Business",telecom,,,,ics,unknown,0,19,0,0,0,1,TRUE,verizon.net,static-72-94-173-72.phlapa.fios.verizon.net,Verizon Business,Verizon Business,3353,7214,4476,615,2832,4268,4997,3561,3211,7122,4618,707,0,0,0,0,Newtown Square,United States,39.9853,-75.4367,
404,ICS,FALSE,Charter Communications,telecom,,,,,unknown,0,30,0,0,1,1,TRUE,spectrum.com,075-133-082-082.biz.spectrum.com,Charter Communications,Charter Communications,7811,5423,6003,8391,2440,2218,3480,3702,4921,3788,1095,2228,0,0,0,0,Zeeland,United States,42.8125,-86.0186,
405,ICS,FALSE,"Buckeye Cablevision, Inc.",telecom,,,,,unknown,0,18,0,0,1,1,TRUE,,,,,2390,7566,7627,2451,4316,4313,1700,1703,3390,4229,2626,1787,0,0,0,0,Toledo,United States,41.648,-83.6037,
406,ICS,FALSE,"Comcast Cable Communications, LLC",telecom,,,,,unknown,2,30,0,0,1,1,TRUE,,,,,5375,4643,4493,5225,4363,6137,4861,3087,3179,5665,6081,3594,0,0,0,0,Delray Beach,United States,26.4541,-80.1041,
407,ICS,FALSE,AT&T Corp.,telecom,,,,,unknown,1,22,0,0,0,1,TRUE,,,,,5659,6165,9445,8939,7250,7923,12701,12028,4009,4008,11095,11096,0,0,0,0,Harvey,United States,41.6088,-87.6739,
408,ICS,FALSE,Charter Communications Inc,telecom,Linux 3.8,93,,,Linux,0,23,0,0,1,1,TRUE,,,,,13847,10405,5972,9414,2678,2257,11735,12156,2282,1981,3483,3784,0,0,0,0,Greensboro,United States,36.1059,-79.8165,
409,ICS,FALSE,Uninet S.A. de C.V.,telecom,Linux 4.9,93,,,Linux,0,25,0,0,1,1,TRUE,,,,,45281,23256,35553,57578,52568,39517,28769,41820,34039,30275,46829,50593,0,0,0,0,Boca del Rio,Mexico,19.1046,-96.1041,
410,ICS,FALSE,Charter Communications Inc,telecom,,,,,unknown,0,23,0,0,1,1,TRUE,,,,,9218,6529,2881,5570,3468,2814,4604,5258,1895,1895,4152,4152,0,0,0,0,Laredo,United States,27.7479,-99.5957,
411,ICS,FALSE,"MCI Communications Services, Inc. d/b/a Verizon Business",telecom,Linux 2.6.15 - 2.6.26 (likely embedded),94,,,Linux,0,21,0,0,1,1,TRUE,verizon.net,static-96-232-162-18.nycmny.fios.verizon.net,Verizon Business,Verizon Business,4790,7446,4956,2300,1696,2666,2066,1096,1784,2933,2403,1254,0,0,0,0,Brooklyn,United States,40.6234,-74.0288,
412,ICS,FALSE,"Comcast Cable Communications, LLC",telecom,Papouch TME Ethernet thermometer,94,,ics,ICS,0,30,0,0,0,1,TRUE,comcastbusiness.net,50-254-57-221-static.hfc.comcastbusiness.net,"Comcast Cable Communications, LLC","Comcast Cable Communications, LLC",459,2711,5541,3289,475,2717,5525,3283,1079,976,8921,9024,0,0,0,0,Rockford,United States,42.2529,-89.0807,
413,ICS,FALSE,Charter Communications Inc,telecom,,,,ics,unknown,1,24,0,0,1,1,TRUE,rr.com,cpe-74-68-128-155.nyc.res.rr.com,Charter Communications Inc,Charter Communications Inc,4768,3136,1410,3042,1633,1130,2325,2828,1296,887,2662,3071,0,0,0,0,Ridgewood,United States,40.6983,-73.888,
414,other,FALSE,"CenturyLink Communications, LLC",telecom,Thomson Symbio VoIP phone,94,,,proprietary,2,21,0,0,1,1,TRUE,centurytel.net,209-142-130-187.stat.centurytel.net,"CenturyLink Communications, LLC","CenturyLink Communications, LLC",5824,7055,5829,4598,3810,3316,4032,4526,2826,3597,5016,4245,0,0,0,0,New Tazewell,United States,36.4154,-83.7066,
415,ICS,FALSE,AT&T Corp.,telecom,,,,,unknown,0,23,0,0,0,1,TRUE,,,,,4613,4608,5507,5512,5669,4726,4426,5369,6138,4180,3973,5931,0,0,0,0,,United States,37.751,-97.822,
416,other,FALSE,Charter Communications,telecom,Efficient Networks 5930 ADSL router,89,,,proprietary,0,17,0,0,1,1,TRUE,,,,,4918,10419,8662,3161,2920,2721,3401,3600,1682,2160,8071,7593,0,0,0,0,Madison,United States,43.0695,-89.4202,
417,ICS,FALSE,"Cybera, Inc.",unknown,Papouch TME Ethernet thermometer,96,,ics,ICS,1,23,0,0,1,1,TRUE,846rock.com,host-64-202-131-30.846rock.com,"Cybera, Inc.","Cybera, Inc.",7038,12384,12665,7319,2894,6352,8633,5175,2476,3158,7208,6526,0,0,0,0,Nashville,United States,36.1387,-86.7323,
418,ICS,FALSE,"Cybera, Inc.",unknown,Lantronix XPort-03 embedded serial device server (firmware 1.80),94,,,ICS,0,16,0,0,0,1,TRUE,,,,,5776,4303,3714,5187,3448,4487,2300,1261,6134,4465,1662,3331,0,0,0,0,Covington,United States,33.5968,-83.8602,
419,ICS,FALSE,"CenturyLink Communications, LLC",telecom,,,,,unknown,0,18,0,0,1,1,TRUE,,,,,5005,3123,5085,6967,994,815,1916,2095,2566,1805,444,1205,0,0,0,0,Chambersburg,United States,39.9376,-77.6611,
420,ICS,FALSE,Charter Communications Inc,telecom,Lantronix XPort embedded Ethernet device server,94,,,ICS,1,22,0,0,1,1,TRUE,,,,,2690,5918,9342,6114,1917,2197,6104,5824,2886,2477,1125,1534,0,0,0,0,Birmingham,United States,33.565,-86.709,
421,ICS,FALSE,AT&T Corp.,telecom,Lantronix XPort embedded Ethernet device server,97,,,ICS,1,30,0,0,1,1,TRUE,sbcglobal.net,104-186-87-132.lightspeed.frokca.sbcglobal.net,"AT&T Services, Inc.",Private Customer - AT&T Internet Services,4897,4055,3173,4015,9393,5029,2705,7069,4608,4467,1437,1578,0,0,0,0,,United States,37.751,-97.822,
422,ICS,FALSE,Cox Communications Inc.,telecom,,,,,unknown,0,23,0,0,1,1,TRUE,cox.net,wsip-98-174-184-86.ok.ok.cox.net,Cox Communications Inc.,Cox Communications,5716,7943,14356,12129,2562,3032,3704,3234,2441,2355,6714,6800,0,0,0,0,Edmond,United States,35.6165,-97.4789,
423,ICS,FALSE,AT&T Corp.,telecom,,,,,unknown,1,25,0,0,0,1,TRUE,,,,,5705,3038,1877,4544,3063,2491,778,1350,3576,3394,4006,4188,0,0,0,0,,United States,37.751,-97.822,
424,ICS,FALSE,"Cybera, Inc.",unknown,AVtech Room Alert 26W environmental monitor,94,,,ICS,0,16,1,1,1,0,TRUE,,,,,11728,10358,2272,3642,4110,3814,1890,2186,10073,9859,1959,2173,0,0,0,0,,United States,37.751,-97.822,
425,ICS,FALSE,AT&T Corp.,telecom,,,,ics,unknown,0,30,0,0,1,1,TRUE,sbcglobal.net,162-205-168-7.lightspeed.stlsmo.sbcglobal.net,"AT&T Services, Inc.",AT&T Corp.,16844,11750,2882,7976,3615,2900,8279,8994,2125,2054,5707,5778,0,0,0,0,St Louis,United States,38.6446,-90.2533,
426,ICS,FALSE,Service Provider Corporation,telecom,,,,"ics,self-signed",unknown,1,26,0,0,1,1,TRUE,mycingular.net,mobile-166-130-140-197.mycingular.net,AT&T Mobility LLC,Service Provider Corporation,5822,7117,6210,4915,1687,2433,2324,1578,2767,1716,1244,2295,0,0,0,0,Atlanta,United States,33.749,-84.388,
427,other,FALSE,Service Provider Corporation,unknown,"Ambit U10C018 or Cisco EPC3925 cable modem, or Tandberg video conferencing system",96,,,proprietary,0,23,0,1,1,1,TRUE,,,,,7708,7824,4292,4176,1808,2406,4192,3594,1707,2020,4293,3980,0,0,0,0,,United States,37.751,-97.822,
428,ICS,FALSE,Service Provider Corporation,unknown,,,,,unknown,0,22,0,0,1,1,TRUE,,,,,3064,5313,4159,1910,838,1970,6385,5253,356,1308,6867,5915,0,0,0,0,,United States,37.751,-97.822,
429,ICS,FALSE,"Comcast Cable Communications, LLC",telecom,"Enerdis Enerium 200 energy monitoring device, Mitsubishi XD1000 projector, or Lantronix UDS200 external serial device server",92,,,ICS,1,30,0,0,1,1,TRUE,,,,,6312,2649,3714,7377,4392,3771,5602,6223,2576,2340,2340,2576,0,0,0,0,Philadelphia,United States,39.9524,-75.1653,
430,ICS,FALSE,AT&T Corp.,telecom,,,,,unknown,0,22,0,0,1,1,TRUE,,,,,5642,7799,5885,3728,2558,2780,5283,5061,3537,3142,4304,4699,0,0,0,0,Birmingham,United States,33.4935,-86.8046,
431,ICS,FALSE,Cox Communications Inc.,telecom,Linux 2.6.32 - 2.6.33,100,,"vpn,self-signed",Linux,1,19,0,0,1,1,TRUE,cox.net,wsip-174-71-200-227.lv.lv.cox.net,Cox Communications Inc.,Cox Communications Inc.,3209,3289,8791,8711,5278,6592,9722,8408,3174,2565,4622,5231,0,0,0,0,Las Vegas,United States,36.2359,-115.0525,
432,ICS,FALSE,Charter Communications Inc,telecom,,,,,unknown,0,20,0,0,1,1,TRUE,,,,,3101,1938,10419,11582,1246,1889,4995,4352,2579,2120,7105,7564,0,0,0,0,Charlotte,United States,35.1681,-80.9153,
433,ICS,FALSE,Charter Communications Inc,telecom,,,,ics,unknown,0,23,0,0,1,1,TRUE,rr.com,rrcs-184-74-42-106.nys.biz.rr.com,Charter Communications Inc,Charter Communications Inc,5669,6070,6014,5613,2034,2598,7782,7218,5877,5603,3939,4213,0,0,0,0,East Aurora,United States,42.768,-78.5801,
434,ICS,FALSE,"CenturyLink Communications, LLC",telecom,Linux 2.6.15 - 2.6.27,94,,ics,Linux,0,18,0,0,1,1,TRUE,,,"CenturyLink Communications, LLC","CenturyLink Communications, LLC",6695,6255,7845,8285,1969,2348,5860,5481,5024,4785,2805,3044,0,0,0,0,Castle Rock,United States,39.4439,-104.8515,
435,ICS,FALSE,"Alaska Communications Systems Group, Inc.",telecom,,,,vpn,unknown,0,30,0,0,1,1,TRUE,acsalaska.net,209-112-181-10.static.acsalaska.net,"Alaska Communications Systems Group, Inc.","Alaska Communications Systems Group, Inc.",2914,2628,1086,1372,6591,5460,1807,2938,11149,9701,3955,5403,0,0,0,0,Anchorage,United States,61.1886,-149.8878,
436,ICS,FALSE,"CenturyLink Communications, LLC",telecom,,,,ics,unknown,0,23,0,0,1,1,TRUE,,,"CenturyLink Communications, LLC",Gumshoe Technologies,3349,2680,6777,7446,2910,2890,2153,2173,4475,4158,10643,10960,0,0,0,0,Spokane,United States,47.6537,-117.3143,
437,ICS,FALSE,"CenturyLink Communications, LLC",telecom,Linux 2.6.15 - 2.6.27,93,,ics,Linux,0,24,0,0,0,1,TRUE,,,"CenturyLink Communications, LLC",MBINGHAM,7715,5166,2182,4731,7411,6614,2486,3283,5839,5322,4058,4575,0,0,0,0,Denver,United States,39.764,-105.018,
438,ICS,FALSE,Charter Communications Inc,telecom,,,,,unknown,0,24,0,0,1,1,TRUE,,,,,9719,11485,10281,8515,1593,1835,8407,8165,5788,6574,14212,13426,0,0,0,0,Greensboro,United States,36.0074,-79.8732,
439,ICS,FALSE,Charter Communications,telecom,,,,,unknown,0,24,0,0,1,1,TRUE,,,,,1308,2339,10611,9580,1392,2423,6837,5806,3978,3436,2022,2564,0,0,0,0,Suffolk,United States,36.7044,-76.6097,
440,ICS,FALSE,Charter Communications,telecom,Linux 3.10 - 4.11,100,,ics,Linux,0,27,0,0,1,1,TRUE,spectrum.com,024-177-024-058.biz.spectrum.com,Charter Communications,Charter Communications,4149,7972,5844,2021,2717,4056,7276,5937,4255,5042,5738,4951,0,0,0,0,Suffolk,United States,36.7044,-76.6097,
441,ICS,FALSE,Charter Communications,telecom,,,,ics,unknown,0,30,0,0,0,1,TRUE,spectrum.com,024-177-025-090.biz.spectrum.com,Charter Communications,Charter Communications,7682,6995,2318,3005,672,6082,7328,1918,2934,3542,5066,4458,0,0,0,0,Kill Devil Hills,United States,36.02,-75.6699,
442,ICS,FALSE,Charter Communications,telecom,,,,,unknown,1,30,0,0,1,1,TRUE,,,,,6278,3393,5404,8289,2116,1867,5834,6083,1387,845,2380,2922,0,0,0,0,Chesterfield,United States,38.65,-90.5334,
443,ICS,FALSE,Optimum Online,telecom,Lantronix XPort embedded Ethernet device server,97,,ics,ICS,1,27,0,0,1,1,TRUE,optonline.net,ool-2f151cb3.static.optonline.net,Cablevision Systems Corp.,Cablevision Systems Corp.,6718,11255,7782,3245,2870,4442,2457,885,3115,4058,5527,4584,0,0,0,0,Center Moriches,United States,40.8007,-72.7906,
444,other,FALSE,Optimum Online,telecom,DYMO LabelManager Wireless PNP printer,89,,,proprietary,1,24,0,0,1,1,TRUE,optonline.net,ool-2f150a16.static.optonline.net,Cablevision Systems Corp.,Static IP Services,9513,6859,2095,4749,4615,3056,3284,4843,2066,1900,1699,1865,0,0,0,0,Brooklyn,United States,40.6009,-73.9397,
445,ICS,FALSE,Charter Communications,telecom,,,,,unknown,0,25,0,0,1,1,TRUE,,,,,6165,5012,3987,5140,1368,1341,8784,8811,1564,1556,8588,8596,0,0,0,0,Chesterfield,United States,38.6353,-90.6673,
446,ICS,FALSE,"Comcast Cable Communications, LLC",telecom,,,,"ics,vpn",unknown,0,30,0,0,1,1,TRUE,comcastbusiness.net,50-247-177-113-static.hfc.comcastbusiness.net,"Comcast Cable Communications, LLC","Comcast Cable Communications, LLC",13448,10626,6503,9325,6646,6757,8458,8347,6354,6120,5519,5753,0,0,0,0,Chicago,United States,41.9224,-87.6524,
447,other,FALSE,"Comcast Cable Communications, LLC",telecom,Fortinet FortiGate 100D firewall,98,,ics,proprietary,3,30,0,0,0,1,TRUE,comcastbusiness.net,50-73-168-253-pennsylvania.hfc.comcastbusiness.net,"Comcast Cable Communications, LLC","Comcast Cable Communications, LLC",6058,2956,1942,5044,1785,1516,3215,3484,1911,1772,1089,1228,0,0,0,0,,United States,37.751,-97.822,
