ip (hidden）,isHoneypot_new,IsCloud_old,ISP_conclusion,OS_conclusion,OS_old,OS_accuracy,os_Shodan,tags_Shodan,OpenPortNum,hopNum,s7NameOfThePLC,s7PlantIdentification,s7SerialNumberOfModule,s7time5After,s7ResponseTime,IpwhoisNetsDescription,domains_Shodan,hostnames_Shodan,isp_Shodan,org_Shodan,city,country,latitude,longitude,vulns_Shodan,identities
531,other,FALSE,telecom,proprietary,Grandstream GXV3275 video phone,91,,vpn,3,23,SIMATIC 300(1),,12127,TRUE,0.42475003,maxfon campania,,,WIND TRE S.P.A.,maxfon campania,Montefalcone di Val Fortore,Italy,41.3243,15.009,,
532,ICS,FALSE,telecom,Linux,Linux 3.6,87,,,0,24,PC35xV,,5419,TRUE,0.433000028,"Deutsche Telekom AG
T-DSL Business static dial-up",,,,,Taufkirchen,Germany,48.0467,11.6037,,
533,other,FALSE,telecom,proprietary,Grandstream GXV3275 video phone,90,,,0,20,PC35xV,,7622,TRUE,0.431999922,"Deutsche Telekom AG
T-DSL Business static dial-up",,,,,Hamburg,Germany,53.5894,9.9897,,
534,ICS,FALSE,telecom,Linux,Linux 2.6.35,91,,,1,20,S7300/ET200M station_1,,23387,TRUE,0.653250039,TURKCELL INTERNET,,,,,,Turkey,41.0214,28.9948,,
535,ICS,FALSE,telecom,Linux,Linux 3.2 - 3.8,93,,,1,23,S7300/ET200M station_1,,18946,TRUE,0.404500008,"Telefonica de Espana SAU
Red de servicios IP
Spain",rima-tde.net,210.red-83-48-28.staticip.rima-tde.net,TELEFONICA DE ESPANA S.A.U.,Telefonica de Espana SAU,Zaragoza,Spain,41.6453,-0.8849,,
536,ICS,FALSE,telecom,Linux,Linux 3.6,87,,,0,27,PC35xV,,7531,TRUE,0.423750043,"Deutsche Telekom AG
T-DSL Business static dial-up",,,,,Neustadt an der Donau,Germany,48.8071,11.7695,,
537,other,FALSE,unknown,proprietary,Grandstream GXV3275 video phone,91,,,0,24,S7300/ET200M station_1,,30693,TRUE,0.329750001,PANIX,,,,,,Spain,40.4172,-3.684,,
538,ICS,FALSE,telecom,Linux,Linux 3.6,88,,,0,24,PC35xV,,7399,TRUE,0.392750025,"Deutsche Telekom AG
T-DSL Business static dial-up",,,,,Stuttgart,Germany,48.7667,9.1833,,
539,ICS,FALSE,telecom,Linux,Linux 3.6,89,,,0,26,PC35xV,,5989,TRUE,0.615750015,"Deutsche Telekom AG
T-DSL Business static dial-up",,,,,,Germany,51.2993,9.491,,
540,ICS,FALSE,telecom,Linux,Linux 3.2 - 3.8,100,,,2,20,Vipa_313,,49206,TRUE,0.393750012,"Freizeitzentrum Axams Gesellschaft m.b.H. & Co. KG.
Innsbrucker Strasse
6094 Axams",,,A1 Telekom Austria AG,Freizeitzentrum Axams Gesellschaft m.b.H. & Co. KG.,,Austria,48.2,16.3667,,
541,ICS,FALSE,telecom,Linux,Linux 2.6.32,91,,,1,23,S7300/ET200M station_1,,100177,TRUE,0.523750007,TURKCELL INTERNET,,,,,,Turkey,41.0214,28.9948,,
542,ICS,FALSE,telecom,Linux,Linux 3.11 - 4.1,91,,"vpn,self-signed",2,24,S7300/ET200M-Station_1,,6418,TRUE,0.475749969,"Deutsche Telekom AG
T-DSL Business static dial-up",t-ipconnect.de,p578ad5b7.dip0.t-ipconnect.de,Deutsche Telekom AG,Deutsche Telekom AG,,Germany,51.2993,9.491,,
543,ICS,FALSE,telecom,Linux,Linux 3.2 - 3.8,86,,,0,20,PC35xV,,8085,TRUE,0.415750027,"Deutsche Telekom AG
T-DSL Business static dial-up",,,,,Marzling,Germany,48.409,11.7938,,
544,ICS,FALSE,telecom,ICS,Rockwell Automation 1769-L23E-QB1 PLC,95,,"ics,vpn,self-signed",2,27,,,,TRUE,0.427749991,LNMSO656 Montsouris Bloc 1,wanadoo.fr,lmontsouris-656-1-45-185.w80-15.abo.wanadoo.fr,Orange S.A.,LNPUT658 Puteaux,,France,48.8582,2.3387,,
545,ICS,FALSE,telecom,ICS,Rockwell Automation 1769-L23E-QB1 PLC,88,,"ics,vpn,self-signed",2,30,,,,TRUE,0.855749965,LNPUT657 Puteaux Bloc 1,wanadoo.fr,lputeaux-657-1-113-240.w193-248.abo.wanadoo.fr,Orange S.A.,Orange S.A.,,France,48.8582,2.3387,,
546,honeypot,FALSE,cloud,Linux,Linux 4.4,100,,,3,22,,,,FALSE,0.382600021,IBM - IBM Security Systems Content Security Development,,,,,Clichy,France,48.9002,2.3095,,
547,unknown,FALSE,telecom,Linux,Linux 2.6.38,92,,,0,26,,,,TRUE,1.113666614,Telenet N.V. Residentials,,,,,Aalst,Belgium,50.9333,4.0333,,
548,ICS,FALSE,telecom,ICS,Espressif ESP8266 WiFi system-on-a-chip,85,,,2,22,,,,TRUE,0.437200022,Ruffoni Simone,,,,,Cimadolmo,Italy,45.7852,12.3651,,
549,unknown,FALSE,unknown,Linux,Linux 4.4,100,,,0,28,,,,FALSE,0.545000029,SoftLayer Technologies Inc.,,,,,Seattle,United States,47.6062,-122.3321,,
550,honeypot,FALSE,cloud,Linux,Linux 3.11 - 4.1,100,,,5,22,,,,FALSE,0.435200024,IBM - IBM Security Systems Content Security Development,,,,,São Paulo,Brazil,-23.5733,-46.6417,,
551,honeypot,FALSE,cloud,Linux,Linux 3.11 - 4.1,100,,,3,22,,,,FALSE,0.42239995,IBM - IBM Security Systems Content Security Development,,,,,São Paulo,Brazil,-23.5733,-46.6417,,
552,other,FALSE,unknown,proprietary,HP LaserJet 2840 printer,95,,ics,0,22,,,,TRUE,0.250999975,University of Pennsylvania,upenn.edu,som-cyclo-001.pmacs.upenn.edu,University of Pennsylvania,University of Pennsylvania,Philadelphia,United States,39.9597,-75.1968,,
553,other,FALSE,hosting,proprietary,Linksys BEFSR41 EtherFast router,86,,ics,1,23,,,,TRUE,0.418000031,"Local ISP
Huercal Overa",,,ServiHosting Networks S.L.,Local ISP,Huercal Overa,Spain,37.389,-1.9454,,
554,other,FALSE,telecom,proprietary,"Cisco Catalyst 1900 Switch, Software v9.00.03",87,,ics,2,27,,,,TRUE,0.392999887,Telenet N.V. Residentials,telenet.be,178-116-95-177.access.telenet.be,Telenet BVBA,Telenet N.V. Residentials,Assebroek,Belgium,51.2098,3.225,,
555,other,FALSE,telecom,proprietary,Linksys BEFSR41 EtherFast router,91,,,3,24,,,,TRUE,0.440600014,Telenet N.V. Residentials,,,,,Oudenaarde,Belgium,50.85,3.6,,
556,other,FALSE,unknown,proprietary,Panasonic BL-C210A webcam,86,,,2,27,,,,TRUE,1.352333307,Saber Informtica LTDA,,,,,Quilombo,Brazil,-26.7264,-52.6767,,
557,other,FALSE,telecom,proprietary,HP ProLiant BL p-Class C-Gbe2 switch,86,,,2,27,,,,TRUE,0.409333309,Telenet N.V. Residentials,telenet.be,178-118-13-39.access.telenet.be,Telenet BVBA,Telenet N.V. Residentials,Koekelare,Belgium,51.0833,2.9667,,
558,other,FALSE,telecom,proprietary,Linksys BEFSR41 EtherFast router,90,,ics,2,23,,,,TRUE,1.174399996,Telecel S.A.,telecel.com.py,pool-238-210-16-186.telecel.com.py,Telecel S.A.,Telecel S.A.,,Paraguay,-23,-58,,
559,other,FALSE,unknown,proprietary,Linksys BEFSR41 EtherFast router,88,,,2,23,,,,TRUE,0.434999943,Cooperativa Regional de Servicios,redcrs.com.ar,hostCRS06023.redcrs.com.ar,Cooperativa Regional de Servicios,Cooperativa Regional de Servicios,Montes de Oca,Argentina,-32.5833,-61.7667,,
560,other,FALSE,telecom,proprietary,Novell NetWare 6.5,85,,ics,2,24,,,,TRUE,1.000399971,Omni Telecomunicacoes Ltda,omni.net.br,186-224-238-173.omni.net.br,Omni Telecomunicacoes Ltda,Omni Telecomunicacoes Ltda,Caldas Novas,Brazil,-17.7313,-48.6548,,
561,other,FALSE,telecom,proprietary,Cisco 2811 router (IOS 12.X),88,,ics,2,27,,,,TRUE,1.444800043,Omni Telecomunicacoes Ltda,omni.net.br,186-224-238-180.omni.net.br,Omni Telecomunicacoes Ltda,Omni Telecomunicacoes Ltda,Caldas Novas,Brazil,-17.7313,-48.6548,,
562,other,FALSE,telecom,proprietary,Linksys BEFSR41 EtherFast router,87,,ics,2,22,,,,TRUE,1.035400009,Omni Telecomunicacoes Ltda,omni.net.br,186-224-238-177.omni.net.br,Omni Telecomunicacoes Ltda,Omni Telecomunicacoes Ltda,Caldas Novas,Brazil,-17.7313,-48.6548,,
563,other,FALSE,telecom,proprietary,Linksys BEFSR41 EtherFast router,86,,ics,2,27,,,,TRUE,0.489000034,Omni Telecomunicacoes Ltda,omni.net.br,186-224-238-179.omni.net.br,PATH TELECOM S.A.,PATH TELECOM S.A.,Caldas Novas,Brazil,-17.7313,-48.6548,,
564,other,FALSE,telecom,proprietary,Novell NetWare 6.5,85,,ics,2,27,,,,TRUE,0.492199993,Omni Telecomunicacoes Ltda,omni.net.br,186-224-238-184.omni.net.br,Omni Telecomunicacoes Ltda,Omni Telecomunicacoes Ltda,Caldas Novas,Brazil,-17.7313,-48.6548,,
565,other,FALSE,telecom,proprietary,Linksys BEFSR41 EtherFast router,86,,ics,2,26,,,,TRUE,0.475600004,None,omni.net.br,186-224-238-183.omni.net.br,PATH TELECOM S.A.,PATH TELECOM S.A.,Caldas Novas,Brazil,-17.7313,-48.6548,,
566,other,FALSE,telecom,proprietary,Cisco 2811 router (IOS 12.X),88,,ics,2,22,,,,TRUE,1.027199936,None,omni.net.br,186-224-238-185.omni.net.br,Omni Telecomunicacoes Ltda,Omni Telecomunicacoes Ltda,Caldas Novas,Brazil,-17.7313,-48.6548,,
567,other,FALSE,unknown,proprietary,HP ProLiant BL p-Class C-Gbe2 switch,87,,,2,22,,,,TRUE,0.481333335,"Neste Markkinointi Oy
Espoo",,,,,Espoo,Finland,60.1627,24.7737,,
568,other,FALSE,unknown,proprietary,AudioControl D3400 network amplifier,85,,,2,30,,,,TRUE,1.3719999,"Neste Markkinointi Oy
Espoo",,,Telia Finland Oyj,Neste Markkinointi Oy,Espoo,Finland,60.1627,24.7737,,
569,other,FALSE,telecom,proprietary,Linksys BEFSR41 EtherFast router,88,,ics,2,29,,,,TRUE,0.419599962,LNPUT657 Puteaux Bloc 1,wanadoo.fr,lputeaux-657-1-121-243.w193-248.abo.wanadoo.fr,Orange S.A.,Orange S.A.,,France,48.8582,2.3387,,
570,other,FALSE,unknown,proprietary,"Cisco 2950, 2960, 3550, 3560, or 3750 switch (IOS 12.1 - 12.2)",88,,,2,22,,,,TRUE,0.497999986,"Neste Markkinointi Oy
Espoo",,,Telia Finland Oyj,Neste Markkinointi Oy,Espoo,Finland,60.1627,24.7737,,
571,other,FALSE,telecom,proprietary,Linksys BEFSR41 EtherFast router,87,,ics,2,29,,,,TRUE,0.518400002,"Telia Finland Oyj
Product & Production Finland
Mobility Services",inet.fi,mobile-user-c2c540-89.dhcp.inet.fi,Telia Finland Oyj,Telia Finland Oyj,Mynaemaeki,Finland,60.713,21.9941,,
572,other,FALSE,telecom,proprietary,Cisco SG200 switch,88,,,2,22,,,,TRUE,0.454000076,"Telia Finland Oyj
Product & Production Finland
Mobility Services",inet.fi,mobile-user-c1d050-39.dhcp.inet.fi,Telia Finland Oyj,Telia Finland Oyj,Espoo,Finland,60.2475,24.6606,,
573,other,FALSE,telecom,proprietary,HP ProLiant BL p-Class C-Gbe2 switch,87,,,2,28,,,,TRUE,0.437999964,"Telia Finland Oyj
Product & Production Finland
Mobility Services",,,,,Espoo,Finland,60.2475,24.6606,,
574,other,FALSE,telecom,proprietary,Linksys BEFSR41 EtherFast router,87,,ics,1,29,,,,TRUE,1.080200052,"Telia Finland Oyj
Product & Production Finland
Mobility Services",inet.fi,mobile-user-c3a5cc-167.dhcp.inet.fi,Telia Finland Oyj,Telia Finland Oyj,Myrskylä,Finland,60.6501,25.8599,,
575,other,FALSE,unknown,Linux,Linux 3.2 - 3.8,96,,ics,0,24,,,,TRUE,1.804799986,"LUMASLOV s.r.o.
Valaska Bela 385, 972 28, Valaska Bela",gts.sk,b23.lumaslov.valaska-bela.cust.gts.sk,"SWAN, a.s.",LUMASLOV s.r.o.,Nitrianske Hrnciarovce,Slovakia,48.2686,18.1968,,
576,other,FALSE,telecom,proprietary,Wyse ThinOS,88,,ics,0,25,,,,TRUE,0.344400072,Raiffeisen OnLine GmbH xDSL,rol-edu1.it,lehrer01.rol-edu1.it,KONVERTO SPA,KONVERTO SPA,Lajen,Italy,46.6081,11.5656,,
577,other,FALSE,telecom,proprietary,HP ProLiant BL p-Class C-Gbe2 switch,87,,,1,30,,,,TRUE,0.485333363,"Telia Finland Oyj
Product & Production Finland
Mobility Services",inet.fi,mobile-user-c3a58a-168.dhcp.inet.fi,Telia Finland Oyj,Telia Finland Oyj,Helsinki,Finland,60.1632,24.9391,,
578,other,FALSE,telecom,proprietary,Linksys BEFSR41 EtherFast router,87,,ics,2,24,,,,TRUE,0.440799952,"PAT/NAT IP addresses POP 3902 for
Static allocation to Residential/SoHo customer with L3 devices",fastwebnet.it,2-226-225-133.ip183.fastwebnet.it,Fastweb SpA,Fastweb SpA,Naples,Italy,40.8333,14.25,,
579,other,FALSE,telecom,proprietary,IPCop firewall 1.4.21 (Linux 2.4.36),91,,,0,30,,,,TRUE,0.437333266,MICSO Srl WADSL Network,wadsl.it,c-58-102.cust.wadsl.it,Micso s.r.l.,MICSO Srl WADSL Network,Moncucco Torinese,Italy,45.0674,7.9325,,
580,other,FALSE,telecom,proprietary,3Com 5500-EI switch,85,,,1,18,,,,TRUE,0.440666755,ONO_HFC,,,,,Madrid,Spain,40.4167,-3.6838,,
581,other,FALSE,telecom,proprietary,Linksys BEFSR41 EtherFast router,95,,ics,1,23,,,,TRUE,0.371250093,"Alestra, S. de R.L. de C.V.",alestra.net.mx,static-207-248-250-57.alestra.net.mx,"Alestra, S. de R.L. de C.V.","Alestra, S. de R.L. de C.V.",Saltillo,Mexico,25.4232,-101.0053,,
582,other,FALSE,unknown,proprietary,Linksys BEFSR41 EtherFast router,90,,,2,24,,,,TRUE,0.447400045,"INVERSIONES BENIAL S.L.
Internet Public Addresses
__",,,,,Ibi,Spain,38.6253,-0.5722,,
583,other,FALSE,unknown,proprietary,Linksys BEFSR41 EtherFast router,91,,,2,23,,,,TRUE,0.791599941,"INVERSIONES BENIAL S.L.
Internet Public Addresses
__",,,,,Ibi,Spain,38.6253,-0.5722,,
584,other,FALSE,unknown,proprietary,Linksys BEFSR41 EtherFast router,90,,,2,23,,,,TRUE,0.830600023,"INVERSIONES BENIAL S.L.
Internet Public Addresses
__",,,,,Ibi,Spain,38.6253,-0.5722,,
585,other,FALSE,unknown,proprietary,Linksys BEFSR41 EtherFast router,91,,,2,23,,,,TRUE,0.452400017,"INVERSIONES BENIAL S.L.
Internet Public Addresses
__",,,,,Ibi,Spain,38.6253,-0.5722,,
586,other,FALSE,unknown,proprietary,Linksys BEFSR41 EtherFast router,90,,,2,24,,,,TRUE,0.794999981,"INVERSIONES BENIAL S.L.
Internet Public Addresses
__",,,,,Ibi,Spain,38.6253,-0.5722,,
587,other,FALSE,unknown,proprietary,Linksys BEFSR41 EtherFast router,91,,,2,23,,,,TRUE,0.435000038,"INVERSIONES BENIAL S.L.
Internet Public Addresses
__",,,,,Ibi,Spain,38.6253,-0.5722,,
588,other,FALSE,unknown,proprietary,Linksys BEFSR41 EtherFast router,87,,,2,24,,,,TRUE,0.3954,"INVERSIONES BENIAL S.L.
Internet Public Addresses
__",,,,,Ibi,Spain,38.6253,-0.5722,,
589,other,FALSE,telecom,proprietary,Grandstream GXV3275 video phone,88,,,0,20,,,,TRUE,0.418200016,Telenet Operaties N.V.,,,,,Nazareth,Belgium,51,3.65,,
590,other,FALSE,unknown,proprietary,Linksys BEFSR41 EtherFast router,91,,,2,24,,,,TRUE,0.819999981,"INVERSIONES BENIAL S.L.
Internet Public Addresses
__",,,,,Ibi,Spain,38.6253,-0.5722,,
591,other,FALSE,telecom,proprietary,Cisco SG200 switch,88,,,2,24,,,,TRUE,0.404000044,Telenet Operaties N.V.,telenet.be,dD576B072.access.telenet.be,Telenet BVBA,Telenet Operaties N.V.,Tielt,Belgium,51,3.3167,,
592,other,FALSE,telecom,proprietary,Cisco 6509 switch (IOS 12.2),96,,,0,24,,,,TRUE,0.612749994,"China Unicom IP network
China Unicom",jlccptt.net.cn,158.79.62.218.adsl-pool.jlccptt.net.cn,CHINA UNICOM China169 Backbone,China Unicom IP network,,China,34.7725,113.7266,,
593,ICS,FALSE,ambiguous,ICS,Siemens LOGO! 0BA7 PLC,86,,,1,24,,,,TRUE,0.411333323,EDPNET,,,,,Brussels,Belgium,50.8466,4.3528,,
594,other,FALSE,unknown,proprietary,Linksys BEFSR41 EtherFast router,85,,,2,24,,,,TRUE,0.423600054,"Coop Supermarkten BV
VELP GLD",,,,,Nieuw-Vennep,Netherlands,52.2609,4.639,,
595,unknown,FALSE,telecom,Linux,Linux 2.6.15 - 2.6.26 (likely embedded),100,,,1,26,,,,TRUE,0.343666633,Cogeco Connexion inc,,,,,Thetford-Mines,Canada,46.0937,-71.3054,,
596,other,FALSE,telecom,proprietary,Linksys BEFSR41 EtherFast router,91,,ics,2,24,,,,TRUE,0.435199976,Athens,tellas.gr,ipa102.211.tellas.gr,WIND HELLAS TELECOMMUNICATIONS SA,Athens,Athens,Greece,37.9833,23.7333,CVE-2018-10088,
597,ICS,FALSE,telecom,ICS,Espressif ESP8266 WiFi system-on-a-chip,85,,,2,30,,,,TRUE,0.324000041,"Comcast Cable Communications, LLC",,,"Comcast Cable Communications, LLC","Comcast Cable Communications, LLC",,United States,39.7392,-104.9847,,
598,other,FALSE,telecom,proprietary,Linksys BEFSR41 EtherFast router,85,,ics,2,29,,,,TRUE,1.570000029,IQ Networks Fiber To The Home Range 1,,,IQ Networks,IQ Networks,,Iraq,33,44,,
599,other,FALSE,telecom,proprietary,Linksys BEFSR41 EtherFast router,90,,ics,2,30,,,,TRUE,0.413800001,CB Computers v.o.s.,cbcnet.cz,client119-67-nat.cbcnet.cz,ISP Alliance a.s.,CB Computers v.o.s.,Nove Straseci,Czechia,50.15,13.9167,,
600,other,FALSE,telecom,proprietary,Apple AirPort Extreme WAP,93,,,0,25,,,,TRUE,0.404199982,Telecom Italia S.p.A. TIN EASY LITE,,,,,Cassino,Italy,41.4858,13.8284,,
601,unknown,FALSE,telecom,Linux,Linux 3.2 - 3.8,87,,,2,17,,,,TRUE,0.484399986,LNMSO657 Montsouris Bloc 1,,,,,,France,48.8582,2.3387,,
602,other,FALSE,telecom,proprietary,HP ProLiant BL p-Class C-Gbe2 switch,88,,,2,26,,,,TRUE,0.464999994,"static IP
OSTROLEKA
POLAND",tpnet.pl,iqo254.internetdsl.tpnet.pl,Orange Polska Spolka Akcyjna,Orange Polska Spolka Akcyjna,,Poland,52.2394,21.0362,,
603,other,FALSE,telecom,proprietary,Synology DS209 NAS device (Linux 2.6.32) or Polycom HDX 7000 Touch Control,87,,"ics,vpn",2,23,,,,TRUE,0.937799978,"Telefonica de Espana SAU
Red de servicios IP
Spain",rima-tde.net,245.red-80-58-141.staticip.rima-tde.net,TELEFONICA DE ESPANA S.A.U.,Telefonica de Espana SAU,,Spain,40.4172,-3.684,,
604,other,FALSE,telecom,proprietary,Cisco IP Phone 7941,95,,ics,0,29,,,,TRUE,0.414333344,"ADSL-PRO
Belgacom ISP SA/NV",belgacom.be,106.30-247-81.adsl-static.isp.belgacom.be,Proximus NV,Proximus NV,Opwijk,Belgium,50.9667,4.1833,,
605,other,FALSE,telecom,proprietary,HP ProLiant BL p-Class C-Gbe2 switch,88,,,2,27,,,,TRUE,3.00999999,Telenet Operaties N.V.,telenet.be,d5152d8f4.static.telenet.be,Telenet BVBA,Telenet Operaties N.V.,Hasselt,Belgium,50.9333,5.3333,,
606,other,FALSE,telecom,proprietary,IPCop 2 firewall (Linux 3.4),87,,ics,0,23,,,,TRUE,0.366750002,Profinter ISP,,,"""ANTENNA HUNGARIA"" Magyar Musorszoro es Radiohirkozlesi Zartkoruen Mukodo Reszvenytarsasag",Lovei Istvan EV,Puspokladany,Hungary,47.3167,21.1167,,
607,other,FALSE,telecom,proprietary,Linksys BEFSR41 EtherFast router,91,,,2,27,,,,TRUE,0.454200029,UPC Romania Odorhei,,,,,Cristuru Secuiesc,Romania,46.2833,25.0333,,
608,other,FALSE,telecom,proprietary,Linksys BEFSR41 EtherFast router,89,,"ics,vpn",1,25,,,,TRUE,1.805800009,Telenet Operaties N.V.,telenet.be,"d54C2790F.access.telenet.be,d54c2790f.access.telenet.be",Telenet BVBA,Telenet Operaties N.V.,Scherpenheuvel,Belgium,51,4.9833,,
609,other,FALSE,telecom,proprietary,Cisco 2811 router (IOS 12.X),88,,ics,2,24,,,,TRUE,0.417400026,Daphne communications,tellas.gr,adsl-109.84.254.47.tellas.gr,Nova Telecommunications & Media Single Member S.A,Daphne communications,,Greece,37.9667,23.7167,,
610,other,FALSE,telecom,proprietary,Linksys BEFSR41 EtherFast router,85,,,2,25,,,,TRUE,2.137599945,"Rue Louvrex, 95, 4000 Liege",voo.be,host-85-26-114-54.dynamic.voo.be,Brutele SC,Brutele SC,Beyne-Heusay,Belgium,50.6167,5.65,,
611,other,FALSE,telecom,proprietary,HP ProLiant BL p-Class C-Gbe2 switch,87,,,2,25,,,,TRUE,0.424333334,"Telenet operaties N.V.
Residential prefix",,,,,Olen,Belgium,51.15,4.85,,
612,other,FALSE,telecom,proprietary,Linksys BEFSR41 EtherFast router,85,,,2,25,,,,TRUE,0.680600023,Static Pool,a1.net,90-152-140-177.static.highway.a1.net,A1 Telekom Austria AG,A1 Telekom Austria AG,Oberwart,Austria,47.3514,16.2073,,
613,other,FALSE,telecom,proprietary,Brother MFC-J6510DW printer,89,,,2,29,,,,TRUE,1.670800018,XDSL NETWORK-ADSL,o2.cz,90-176-240-19.rcj.o2.cz,"O2 Czech Republic, a.s.","O2 Czech Republic, a.s.",Přerov,Czechia,49.4167,17.5,,
614,other,FALSE,telecom,proprietary,OpenWrt Designated Driver (Linux 4.4),92,,self-signed,2,21,,,,TRUE,,TEL  ? TELECOMUNICAZIONI public subnet,fastwebnet.it,93-57-35-104.ip162.fastwebnet.it,Fastweb SpA,Fastweb SpA,Castel,Italy,45.8,7.8167,,
615,other,FALSE,telecom,proprietary,Icy Box NAS device,88,,,3,25,,,,TRUE,1.080000003,TEL  ? TELECOMUNICAZIONI public subnet,,,,,Castel,Italy,45.8,7.8167,,
616,ICS,FALSE,telecom,ICS,Espressif ESP8266 WiFi system-on-a-chip,85,,ics,0,30,,,,TRUE,0.381799984,XDSL NETWORK-ADSL,o2.cz,90-181-236-200.rco.o2.cz,"O2 Czech Republic, a.s.","O2 Czech Republic, a.s.",Bilovec,Czechia,49.7667,18.0333,,
617,other,FALSE,telecom,proprietary,HP 4200 PSA (Print Server Appliance) model J4117A,100,,,0,21,,,,TRUE,0.421999931,"Felbertauernstrasse-Aktiengesellschaft
Gruben
9971 Gruben",,,,,,Austria,48.2,16.3667,,
618,ICS,FALSE,telecom,ICS,AVtech Room Alert 26W environmental monitor,85,,,0,27,,,,TRUE,1.311666648,"Rue Louvrex, 95, 4000 Liege",voo.be,host-95-182-239-92.dynamic.voo.be,Brutele SC,Brutele SC,Boussu,Belgium,50.4333,3.8,,
619,other,FALSE,telecom,proprietary,Linksys BEFSR41 EtherFast router,87,,,2,25,,,,TRUE,0.899800014,"Telia Finland Oyj
Product & Production Finland
Mobility Services",,,,,Myrskylä,Finland,60.6501,25.8599,,
620,other,FALSE,telecom,proprietary,Panasonic BL-C210A webcam,86,,,2,29,,,,TRUE,0.804333289,Telekom Srbija ADSL users,telekom.rs,109-92-177-30.dynamic.isp.telekom.rs,TELEKOM SRBIJA a.d.,Telekom Srbija ADSL users,Belgrade,Serbia,44.8186,20.4681,,
621,unknown,FALSE,telecom,Unix,FreeBSD 6.2-RELEASE,92,,,0,30,,,,TRUE,0.354749918,"Nextweb, Inc",,,,,Calabasas,United States,34.1182,-118.6739,,
622,unknown,FALSE,unknown,Linux,Linux 3.2 - 3.8,97,,,0,29,,,,TRUE,0.506999969,"ELSAT-SPECIAL, s.r.o.
Kosicka 2505/18, Humenne 066 01",,,,,Senica,Slovakia,48.6792,17.367,,
623,other,FALSE,telecom,proprietary,HP LaserJet 2840 printer,86,,,0,30,,,,TRUE,0.594500005,"Static IP assignment for customer
Euroconnect, s.r.o.",,,,,,Slovakia,48.6667,19.5,,
624,other,FALSE,telecom,proprietary,Motorola AP-51xx WAP,89,,,1,30,,,,TRUE,3.162400007,Telenet Operaties N.V.,,,,,Genk,Belgium,50.965,5.5008,,
625,other,FALSE,telecom,proprietary,Wyse P class PCoIP client,89,,ics,2,27,,,,TRUE,0.456749976,Routed Customers Subnet,antik.sk,ip-88-212-28-206.antik.sk,ANTIK Telecom s.r.o,ANTIK Telecom s.r.o,Košice,Slovakia,48.7759,21.2059,,
626,unknown,FALSE,unknown,proprietary,iPXE 1.0.0+,100,,,1,30,,,,TRUE,0.433499992,F.LLI VERRINI SRL,,,,,Pesaro,Italy,43.9,12.9167,,
627,other,FALSE,telecom,proprietary,HP LaserJet 2840 printer,92,,,1,27,,,,TRUE,,"Telecom Italia S.p.A.
Alice - Smart
Services",,,,,San Prospero,Italy,44.7897,11.0221,,
628,other,FALSE,unknown,proprietary,Grandstream GXV3275 video phone,91,Linux,"ics,self-signed",2,17,,,,TRUE,0.101750016,SEA HENG SYSTEM CO,,,HKT Limited,SEA HENG SYSTEM CO,,Hong Kong,22.25,114.1667,,
629,unknown,FALSE,unknown,Linux,Linux 2.6.18 - 2.6.22,86,,,0,29,,,,TRUE,0.41624999,Customer Connections,,,,,,United Kingdom,51.4964,-0.1224,,
630,ICS,FALSE,industry,ICS,Siemens Simatic TDC control system,87,Ubiquiti AirOS,,2,29,,,,TRUE,0.438750029,Coop. de Electricidad y otros Serv. Publicos Carlos Tejedor,,,Pogliotti & Pogliotti Construcciones S.A.,Coop. de Electricidad y otros Serv. Publicos Carlos Tejedor,Carlos Tejedor,Argentina,-35.3833,-62.4167,,
631,honeypot,FALSE,telecom,Linux,Linux 3.2 - 3.8,100,,"vpn,self-signed,starttls",4,30,,,,TRUE,0.389750004,"Vodafone Portugal
CARNEIRO CAMPOS CA SA",carneirocampos.pt,"webmail.carneirocampos.pt,mail.carneirocampos.pt,vpn.carneirocampos.pt",Vodafone Portugal - Communicacoes Pessoais S.A.,Vodafone Portugal,,Portugal,38.7139,-9.1394,,
632,other,FALSE,unknown,proprietary,Linksys BEFSR41 EtherFast router,88,,,3,26,,,,TRUE,0.774000049,Service Provider Corporation,,,,,Atlanta,United States,33.749,-84.388,,
633,other,FALSE,telecom,proprietary,HP LaserJet 2840 printer,94,,ics,1,26,,,,TRUE,,Red de servicios IP,rima-tde.net,186.red-95-124-240.staticip.rima-tde.net,TELEFONICA DE ESPANA S.A.U.,TELEFONICA DE ESPANA S.A.U.,,Spain,40.4172,-3.684,,
634,other,FALSE,unknown,proprietary,HP LaserJet 2840 printer,98,,ics,1,24,,,,TRUE,0.224799967,"FH OOW
Standort Wilhelmshaven",,,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,FH OOW,,Germany,51.2993,9.491,,
635,other,FALSE,telecom,proprietary,HP LaserJet 2840 printer,89,,,1,25,,,,TRUE,0.77700001,Slovak Telekom,,,,,,Slovakia,48.6667,19.5,,
636,other,FALSE,unknown,proprietary,AVM FRITZ!Box FON WLAN 7170 WAP,91,,,4,26,,,,TRUE,0.368750095,Service Provider Corporation,,,,,Atlanta,United States,33.749,-84.388,,
